,train,val,test
48,E385-00 - 2018-04-18 12.01.56,,
49,E618-05 - 2018-03-08 21.24.02,,
50,946-90 - 2018-04-11 09.47.49,,
51,E125-95 - 2018-04-16 13.35.36,,
52,N517-12D - 2018-03-27 12.41.53,,
53,N517-12E - 2018-03-27 12.55.23,,
54,E713-01-B - 2018-04-13 14.51.28,,
55,E314-09 - 2018-03-09 00.40.12,,
56,E37-02-B - 2018-04-13 15.33.35,,
57,N1074-17-1-A-14 - 2018-04-05 22.36.35,,
58,N1074-17-1-B-3 - 2018-04-05 22.53.07,,
59,N1074-17-1-C-3 - 2018-04-05 23.01.52,,
60,N1074-17-1-D-3 - 2018-04-05 23.10.59,,
61,E341-03,,
62,354-95 - 2018-04-16 10.23.47,,
63,354-95 - 2018-04-16 10.37.23,,
64,N528-91 - 2018-04-11 10.23.45,,
65,E434-02-I - 2018-04-13 16.08.34,,
66,E434-02-II - 2018-04-13 16.23.44,,
67,E465-02 - 2018-04-16 09.55.18,,
68,E465-02-A - 2018-04-16 09.43.13,,
69,723-86 - 2018-05-01 15.29.45,,
70,E484-93-1 - 2018-04-12 18.05.18,,
71,E484-93-1 - 2018-04-12 18.18.30,,
72,N235-91 - 2018-04-11 11.04.35,,
73,E878-91 - 2018-04-11 00.15.19,,
74,E465-90-A - 2018-04-10 18.03.23,,
75,E465-90-B - 2018-04-10 18.18.59,,
76,E936-91-A - 2018-04-11 00.43.04,,
77,E936-91-a - 2018-04-11 00.22.25,,
78,E936-91-b - 2018-04-11 00.31.13,,
79,41-94 - 2018-04-12 19.58.45,,
80,E635-93 - 2018-04-12 18.30.38,,
81,E635-93 - 2018-04-12 18.39.38,,
82,478-96-7-I-C - 2018-04-23 13.57.36,,
83,478-97-I-B - 2018-04-23 13.49.05,,
84,E1036-88 - 2018-05-02 17.27.58,,
85,E303-94-A - 2018-04-12 20.41.43,,
86,277-94 - 2018-04-12 20.21.54,,
87,N210-78-A - 2018-04-26 18.34.59,,
88,N527-92 - 2018-04-11 01.19.27,,
89,N527-92 - 2018-04-11 11.18.21,,
90,N1199-91 - 2018-04-11 11.09.29,,
91,E173-10A - 2018-03-09 01.37.57,,
92,E940-10 - 2018-03-08 21.04.26,,
93,E538-03,,
94,426-88 - 2018-05-02 09.37.06,,
95,1011-92 - 2018-04-11 01.35.33,,
96,E1054-68 - 2018-04-26 12.02.39,,
97,E786-95 - 2018-04-16 11.58.00,,
98,N499-91 - 2018-04-10 23.48.27,,
99,647-88 - 2018-05-02 10.13.12,,
100,E863-87 - 2018-05-01 16.18.21,,
101,E732-04 - 2018-03-08 21.10.39,,
102,387-94-I - 2018-04-12 21.37.38,,
103,N1366-92 - 2018-04-11 11.28.21,,
104,659-95-I - 2018-04-16 13.43.09,,
105,371-02 - 2018-04-13 15.50.14,,
106,E1079-14 - 2018-03-28 17.45.25,,
107,E301-07 - 2018-03-08 23.10.37,,
108,E301-07 - 2018-03-08 23.25.15,,
109,E951-12 - 2018-03-27 13.38.29,,
