,train,val,test
63,354-95 - 2018-04-16 10.37.23,,
64,N528-91 - 2018-04-11 10.23.45,,
65,E434-02-I - 2018-04-13 16.08.34,,
66,E434-02-II - 2018-04-13 16.23.44,,
67,E465-02 - 2018-04-16 09.55.18,,
68,E465-02-A - 2018-04-16 09.43.13,,
69,723-86 - 2018-05-01 15.29.45,,
70,E308-87 - 2018-05-01 16.00.46,,
71,E484-93-1 - 2018-04-12 18.05.18,,
72,E484-93-1 - 2018-04-12 18.18.30,,
73,N235-91 - 2018-04-11 11.04.35,,
74,E878-91 - 2018-04-11 00.15.19,,
75,E1080-09 - 2018-03-09 01.09.54,,
76,E1080-09B - 2018-03-09 01.23.45,,
77,E465-90-A - 2018-04-10 18.03.23,,
78,E465-90-B - 2018-04-10 18.18.59,,
79,E936-91-A - 2018-04-11 00.43.04,,
80,E936-91-a - 2018-04-11 00.22.25,,
81,E936-91-b - 2018-04-11 00.31.13,,
82,41-94 - 2018-04-12 19.58.45,,
83,E635-93 - 2018-04-12 18.30.38,,
84,E635-93 - 2018-04-12 18.39.38,,
85,478-96-7-I-C - 2018-04-23 13.57.36,,
86,478-97-I-B - 2018-04-23 13.49.05,,
87,E1036-88 - 2018-05-02 17.27.58,,
88,E303-94-A - 2018-04-12 20.41.43,,
89,277-94 - 2018-04-12 20.21.54,,
90,N527-92 - 2018-04-11 01.19.27,,
91,N527-92 - 2018-04-11 11.18.21,,
92,N1199-91 - 2018-04-11 11.09.29,,
93,E173-10A - 2018-03-09 01.37.57,,
94,E940-10 - 2018-03-08 21.04.26,,
95,E538-03,,
96,426-88 - 2018-05-02 09.37.06,,
97,384-81 - 2018-04-26 21.53.39,,
98,1011-92 - 2018-04-11 01.35.33,,
99,E786-95 - 2018-04-16 11.58.00,,
100,647-88 - 2018-05-02 10.13.12,,
101,E732-04 - 2018-03-08 21.10.39,,
102,387-94-I - 2018-04-12 21.37.38,,
103,N1366-92 - 2018-04-11 11.28.21,,
104,659-95-I - 2018-04-16 13.43.09,,
105,371-02 - 2018-04-13 15.50.14,,
106,E1079-14 - 2018-03-28 17.45.25,,
107,E301-07 - 2018-03-08 23.10.37,,
108,E301-07 - 2018-03-08 23.25.15,,
109,E951-12 - 2018-03-27 13.38.29,,
110,1020-93 - 2018-04-12 20.11.04,,
