,train,val,test
17,124-00 - 2018-04-18 11.37.05,E851-90-B - 2018-04-10 21.19.46,
18,E1012-11-1 - 2018-03-27 11.45.31,,
19,E1012-11-II - 2018-03-27 11.41.30,,
20,E1012-11-III - 2018-03-27 11.36.41,,
21,E341-03,,
22,354-95 - 2018-04-16 10.23.47,,
23,354-95 - 2018-04-16 10.37.23,,
24,E306-02 - 2018-04-13 15.05.47,,
25,723-86 - 2018-05-01 15.29.45,,
26,N508-76 - 2018-04-26 15.21.24,,
27,E484-93-1 - 2018-04-12 18.05.18,,
28,E484-93-1 - 2018-04-12 18.18.30,,
29,E524-95 - 2018-04-16 11.35.11,,
30,E524-95 - 2018-04-16 11.42.36,,
31,E665-07 - 2018-03-08 23.32.41,,
32,N235-91 - 2018-04-11 11.04.35,,
33,E205-06 - 2018-03-08 22.15.53,,
34,E179-89 - 2018-05-02 18.36.24,,
35,E187-89 - 2018-05-02 18.45.39,,
36,E878-91 - 2018-04-11 00.15.19,,
37,N483-79 - 2018-04-26 20.04.03,,
38,N141-78 - 2018-04-26 18.09.25,,
39,E1080-09 - 2018-03-09 01.09.54,,
40,E1080-09B - 2018-03-09 01.23.45,,
41,E936-91-A - 2018-04-11 00.43.04,,
42,E936-91-a - 2018-04-11 00.22.25,,
43,E936-91-b - 2018-04-11 00.31.13,,
44,N1145-91,,
45,306-98-I - 2018-04-18 09.33.51,,
46,306-98-I - 2018-04-23 14.23.51,,
47,E635-93 - 2018-04-12 18.30.38,,
48,E635-93 - 2018-04-12 18.39.38,,
49,E131-13A - 2018-03-27 14.30.15,,
50,E131-13B - 2018-03-27 14.47.06,,
51,E131-13C - 2018-03-27 15.04.13,,
52,E623-13B - 2018-03-28 10.19.55,,
53,N331-15-1-A-13 - 2018-04-05 16.59.16,,
54,N331-15-2-A-31 - 2018-04-06 08.32.52,,
55,E658-90-A - 2018-04-10 20.12.47,,
56,E658-90-B - 2018-04-10 20.30.45,,
57,E658-90-B - 2018-04-10 20.51.02,,
58,N14-81 - 2018-04-26 21.12.47,,
59,450-95-I - 2018-04-16 10.57.33,,
60,450-95-I - 2018-04-16 11.08.51,,
61,450-95-I - 2018-04-16 11.18.54,,
62,N2424-16-1-A-5 - 2018-04-05 18.30.46,,
63,N2424-16-1-B-5 - 2018-04-05 18.42.39,,
64,N2424-16-1-D-5 - 2018-04-05 18.59.59,,
65,N2424-16-1-E-29 - 2018-04-05 19.12.14,,
66,N2424-16-1-E-5 - 2018-04-06 08.59.38,,
67,E824-11C - 2018-03-27 11.18.15,,
68,E824-11D - 2018-03-27 10.59.48,,
69,E841-12 - 2018-03-27 13.23.49,,
70,E262-65 - 2018-04-26 16.26.34,,
71,E784-10 - 2018-03-08 20.38.37,,
72,N211-78 - 2018-04-26 18.46.22,,
73,N91-72 - 2018-04-26 13.31.58,,
74,E04-06 - 2018-03-08 22.01.33,,
75,E187-10 - 2018-03-08 20.06.33,,
76,E515-00 - 2018-04-18 12.06.34,,
77,E202-96 - 2018-04-23 13.18.01,,
78,E202-96 - 2018-04-23 14.04.02,,
79,E525-89 - 2018-05-02 19.20.41,,
80,E525-89 - 2018-05-02 19.38.55,,
81,E303-94-A - 2018-04-12 20.41.43,,
82,E435-86 - 2018-05-01 15.18.08,,
83,N16-77 - 2018-04-26 15.44.56,,
84,277-94 - 2018-04-12 20.21.54,,
85,N2910-17-1-A-1 - 2018-04-06 00.24.22,,
86,E821-09 - 2018-03-09 00.54.05,,
87,846-95-I - 2018-04-16 12.06.25,,
88,N210-78-A - 2018-04-26 18.34.59,,
89,N527-92 - 2018-04-11 01.19.27,,
90,N527-92 - 2018-04-11 11.18.21,,
91,25-95-I - 2018-04-16 10.19.32,,
92,E1-2009 - 2018-03-09 00.25.12,,
93,N2204-14-1-A-9 - 2018-04-05 16.31.11,,
94,N2204-14-2-A-1 - 2018-03-28 14.27.25,,
95,N2204-14-2-C-1 - 2018-04-05 16.49.42,,
96,N2204-14-2-C-15 - 2018-04-05 16.42.02,,
97,E613-90 - 2018-04-10 19.45.54,,
98,E613-90 - 2018-04-10 19.58.20,,
99,E998-90 - 2018-04-11 10.35.48,,
100,N1199-91 - 2018-04-11 11.09.29,,
101,N171-76-B - 2018-04-26 14.49.54,,
102,N2015002181N1-A-14 - 2021-07-06 13.30.21,,
103,E493-88-A - 2018-05-02 09.57.30,,
104,E795-15-A - 2018-04-05 17.32.23,,
105,E795-15-B - 2018-04-05 17.23.42,,
106,E168-70 - 2018-04-26 12.14.09,,
107,N2428-17-1-A-21 - 2018-04-05 23.58.11,,
108,384-81 - 2018-04-26 21.53.39,,
109,E1054-68 - 2018-04-26 12.02.39,,
110,E744-88 - 2018-05-02 10.27.58,,
111,E786-95 - 2018-04-16 11.58.00,,
112,E118-13A - 2018-03-27 14.01.22,,
113,E118-13B - 2018-03-27 14.06.12,,
114,E118-13D - 2018-03-27 14.16.39,,
115,E1254-13I-II - 2018-03-28 12.26.56,,
116,E621-14IA - 2018-03-28 12.51.43,,
117,E621-14IB - 2018-03-28 13.03.12,,
118,E621-14II - 2018-03-28 13.14.24,,
119,N511-76-WNT - 2018-04-26 17.42.49,,
120,647-88 - 2018-05-02 10.13.12,,
121,E599-88 - 2018-05-02 10.02.29,,
122,E863-87 - 2018-05-01 16.18.21,,
123,N166-79 - 2018-04-26 19.29.28,,
124,N2395-15-1-A-15 - 2018-04-05 18.02.47,,
125,509-99-I - 2018-04-18 11.14.08,,
126,2021-07-06 12.02.27,,
127,N1391-17-1-A-17 - 2018-04-05 23.32.38,,
128,N1391-17-1-B-2 - 2018-04-05 23.40.22,,
129,N1391-17-1-C-2 - 2018-04-05 23.49.29,,
130,N1391-17-2-A-1 - 2018-04-05 23.54.09,,
131,N569-11-4 - 2018-03-27 10.39.57,,
132,798-98 - 2018-04-18 10.29.38,,
133,N349-78 - 2018-04-26 19.14.55,,
134,E61-86 - 2018-05-01 14.55.03,,
135,E622-10 - 2018-03-08 20.30.55,,
136,E429-15-A - 2018-04-05 17.03.54,,
137,E429-15-C - 2018-04-05 17.14.42,,
138,E854-14A - 2018-03-28 13.22.16,,
139,E854-14B - 2018-03-28 13.35.06,,
140,E854-14C - 2018-03-28 13.48.13,,
141,N1366-92 - 2018-04-11 11.28.21,,
142,E979-05 - 2018-03-08 21.57.58,,
143,E46-16-A - 2018-04-06 08.53.58,,
144,E46-16-B - 2018-04-05 18.17.29,,
145,E46-16-C - 2018-04-05 18.24.59,,
146,1025-98 - 2018-04-18 10.44.26,,
147,1251-15-C - 2018-04-06 08.44.50,,
148,E1251-15-A - 2018-04-05 17.41.27,,
149,E1251-15-B - 2018-04-05 17.48.01,,
150,N266-73 - 2018-04-26 14.12.19,,
151,N278-76 - 2018-04-26 15.07.36,,
152,N761-68 - 2018-04-26 16.58.09,,
153,E1079-14 - 2018-03-28 17.45.25,,
154,E301-07 - 2018-03-08 23.10.37,,
155,E301-07 - 2018-03-08 23.25.15,,
156,E951-12 - 2018-03-27 13.38.29,,
157,1020-93 - 2018-04-12 20.11.04,,
158,549-00-II - 2018-04-18 12.13.56,,
159,E156-98-A - 2018-04-23 14.16.27,,
160,E164-91 - 2018-04-10 22.24.54,,
161,E164-91 - 2018-04-11 09.55.11,,
162,E173-91 - 2018-04-11 10.07.24,,
163,N16-1903_a,,
164,N16-1903_b,,
165,N16-1903_c,,
166,N16-3919_b,,
167,N16-3919_c,,
168,N17-914_b,,
169,N17-1312,,
170,N18-4192,,
171,E385-00 - 2018-04-18 12.01.56,,
172,E618-05 - 2018-03-08 21.24.02,,
173,N517-12D - 2018-03-27 12.41.53,,
174,N517-12E - 2018-03-27 12.55.23,,
175,E326-01-I-B - 2018-04-13 15.24.00,,
176,E326-01-II - 2018-04-13 14.21.52,,
177,E326-01-III - 2018-04-13 14.28.00,,
178,E408-92 - 2018-04-11 01.01.39,,
179,E231-12-B - 2018-03-27 11.57.44,,
180,E231-12-C - 2018-03-27 16.51.14,,
181,E231-12B - 2018-03-27 12.13.55,,
182,E253-89 - 2018-05-02 18.57.52,,
183,E586-85 - 2018-05-01 14.31.34,,
184,E586-85 - 2018-05-01 14.40.47,,
185,118-98-II - 2018-04-23 14.10.20,,
186,338-97-I - 2018-04-23 13.35.08,,
187,935-95 - 2018-04-16 12.28.05,,
188,E845-10 - 2018-03-08 20.49.33,,
189,N539-13 - 2018-03-28 10.01.02,,
190,E465-90-A - 2018-04-10 18.03.23,,
191,E465-90-B - 2018-04-10 18.18.59,,
192,N980-93 - 2018-04-12 19.25.47,,
193,N1580-14-1-A-15 - 2018-03-28 18.14.22,,
194,N1580-14-1-B-6 - 2018-03-28 18.27.05,,
195,N1580-14-1-C-5 - 2018-03-28 14.04.34,,
196,N1580-14-1-D-5 - 2018-03-28 17.58.49,,
197,E1179-13II - 2018-03-28 11.33.27,,
198,E1179-13III - 2018-03-28 11.49.02,,
199,E522-94-B - 2018-04-12 21.47.13,,
200,236-91 - 2018-04-11 14.46.24,,
201,E236-91 - 2018-04-10 22.54.09,,
202,E236-91-B - 2018-04-11 10.12.44,,
203,E1177-13 - 2018-03-28 11.04.50,,
204,E620-06 - 2018-03-08 22.29.32,,
205,E694-07 - 2018-03-08 23.39.02,,
206,EK270-09 - 2018-03-09 00.37.05,,
207,N19-72 - 2018-04-26 13.05.57,,
208,N222-70 - 2018-04-26 12.40.11,,
209,737-98-I - 2018-04-18 09.52.29,,
210,E871-05-1a - 2018-03-08 21.38.08,,
211,N453-77 - 2018-04-26 16.03.41,,
212,E369-89 - 2018-05-02 19.05.56,,
213,N358-18-1-A-21 - 2018-04-06 02.05.52,,
214,N358-18-1-B-2 - 2018-04-06 09.39.26,,
215,478-96-7-I-C - 2018-04-23 13.57.36,,
216,478-97-I-B - 2018-04-23 13.49.05,,
217,E1036-88 - 2018-05-02 17.27.58,,
218,164-99-IA - 2018-04-18 11.01.35,,
219,E622-67-II - 2018-04-26 16.39.02,,
220,N95-71 - 2018-04-26 17.11.19,,
221,Ek1253-13A - 2018-03-28 12.00.38,,
222,Ek1253-13B - 2018-03-28 12.14.06,,
223,E760-07 - 2018-03-08 23.55.26,,
224,N2-95 - 2018-04-16 13.21.32,,
225,E173-10A - 2018-03-09 01.37.57,,
226,E940-10 - 2018-03-08 21.04.26,,
227,426-88 - 2018-05-02 09.37.06,,
228,E578-90-A - 2018-04-10 19.12.37,,
229,E578-90-B - 2018-04-11 09.32.07,,
230,N3353-17-1-A-21 - 2018-04-06 01.34.31,,
231,N3353-17-2-A-6 - 2018-04-06 09.24.05,,
232,N3353-17-2-B-9 - 2018-04-06 01.38.31,,
233,949-86 - 2018-05-01 15.45.54,,
234,N515-75 - 2018-04-26 14.42.34,,
235,N499-91 - 2018-04-10 23.48.27,,
236,607-98 - 2018-04-18 09.37.44,,
237,N 266-93-II - 2018-04-12 19.42.58,,
238,E329-87 - 2018-05-01 16.10.58,,
239,E955-88-B - 2018-05-02 17.13.54,,
240,N461-75 - 2018-04-26 14.33.35,,
241,N11-81 - 2018-04-26 20.58.12,,
242,E732-04 - 2018-03-08 21.10.39,,
243,E367-94-A - 2018-04-12 20.59.30,,
244,N1948-14-2-B-5 - 2018-03-28 14.15.16,,
245,N269-77 - 2018-04-26 15.55.13,,
246,659-95-I - 2018-04-16 13.43.09,,
247,E73-96 - 2018-04-16 12.45.52,,
248,E73-96-A - 2018-04-23 13.08.52,,
249,E260-85 - 2018-05-01 14.23.14,,
250,N2652-1-I-6 - 2018-04-05 21.10.30,,
251,N2652-1-L-5 - 2018-04-05 22.18.30,,
252,N2652-16-1-A-1 - 2018-04-05 22.03.27,,
253,N2652-16-1-B-5 - 2018-04-06 09.10.22,,
254,N2652-16-1-C-5 - 2018-04-05 19.22.12,,
255,N2652-16-1-D-5 - 2018-04-05 19.41.12,,
256,N2652-16-1-E-5 - 2018-04-05 19.59.38,,
257,N2652-16-1-F-5 - 2018-04-05 20.18.04,,
258,N2652-16-1-G-5 - 2018-04-05 20.35.35,,
259,N2652-16-1-H-5 - 2018-04-05 20.53.46,,
260,N2652-16-1-J-5 - 2018-04-05 21.28.37,,
261,N2652-16-1-K-5 - 2018-04-05 21.47.12,,
262,N2652-16-1-M-5 - 2018-04-06 01.52.52,,
263,709-97 - 2018-04-23 14.07.45,,
