,train,val,test
188,N1580-14-1-B-6 - 2018-03-28 18.27.05,,
189,N1580-14-1-C-5 - 2018-03-28 14.04.34,,
190,N1580-14-1-D-5 - 2018-03-28 17.58.49,,
191,E1179-13II - 2018-03-28 11.33.27,,
192,E1179-13III - 2018-03-28 11.49.02,,
193,E522-94-B - 2018-04-12 21.47.13,,
194,236-91 - 2018-04-11 14.46.24,,
195,E236-91 - 2018-04-10 22.54.09,,
196,E236-91-B - 2018-04-11 10.12.44,,
197,E1177-13 - 2018-03-28 11.04.50,,
198,E620-06 - 2018-03-08 22.29.32,,
199,E694-07 - 2018-03-08 23.39.02,,
200,EK270-09 - 2018-03-09 00.37.05,,
201,N222-70 - 2018-04-26 12.40.11,,
202,737-98-I - 2018-04-18 09.52.29,,
203,E871-05-1a - 2018-03-08 21.38.08,,
204,N453-77 - 2018-04-26 16.03.41,,
205,E369-89 - 2018-05-02 19.05.56,,
206,N358-18-1-A-21 - 2018-04-06 02.05.52,,
207,N358-18-1-B-2 - 2018-04-06 09.39.26,,
208,478-96-7-I-C - 2018-04-23 13.57.36,,
209,478-97-I-B - 2018-04-23 13.49.05,,
210,E1036-88 - 2018-05-02 17.27.58,,
211,164-99-IA - 2018-04-18 11.01.35,,
212,E622-67-II - 2018-04-26 16.39.02,,
213,N95-71 - 2018-04-26 17.11.19,,
214,Ek1253-13A - 2018-03-28 12.00.38,,
215,Ek1253-13B - 2018-03-28 12.14.06,,
216,E760-07 - 2018-03-08 23.55.26,,
217,N2-95 - 2018-04-16 13.21.32,,
218,E173-10A - 2018-03-09 01.37.57,,
219,E940-10 - 2018-03-08 21.04.26,,
220,426-88 - 2018-05-02 09.37.06,,
221,E578-90-A - 2018-04-10 19.12.37,,
222,E578-90-B - 2018-04-11 09.32.07,,
223,E1059-13A - 2018-03-28 10.37.11,,
224,E1059-13B - 2018-03-28 10.52.13,,
225,N3353-17-1-A-21 - 2018-04-06 01.34.31,,
226,N3353-17-2-A-6 - 2018-04-06 09.24.05,,
227,N3353-17-2-B-9 - 2018-04-06 01.38.31,,
228,E808-92 - 2018-04-10 22.42.34,,
229,949-86 - 2018-05-01 15.45.54,,
230,N515-75 - 2018-04-26 14.42.34,,
231,N499-91 - 2018-04-10 23.48.27,,
232,607-98 - 2018-04-18 09.37.44,,
233,N83-73 - 2018-04-26 17.19.42,,
234,N 266-93-II - 2018-04-12 19.42.58,,
235,E329-87 - 2018-05-01 16.10.58,,
236,E955-88-B - 2018-05-02 17.13.54,,
237,N461-75 - 2018-04-26 14.33.35,,
238,E732-04 - 2018-03-08 21.10.39,,
239,E367-94-A - 2018-04-12 20.59.30,,
240,N1948-14-2-B-5 - 2018-03-28 14.15.16,,
241,N2872-17-1-B-2 - 2018-04-06 00.29.15,,
242,N2872-17-1-C-10 - 2018-04-06 01.17.50,,
243,N2872-17-1-D-2 - 2018-04-06 00.44.54,,
244,N2872-17-1-E-2 - 2018-04-06 01.02.09,,
245,N269-77 - 2018-04-26 15.55.13,,
246,659-95-I - 2018-04-16 13.43.09,,
247,E73-96 - 2018-04-16 12.45.52,,
248,E73-96-A - 2018-04-23 13.08.52,,
249,N2652-1-I-6 - 2018-04-05 21.10.30,,
250,N2652-1-L-5 - 2018-04-05 22.18.30,,
251,N2652-16-1-A-1 - 2018-04-05 22.03.27,,
252,N2652-16-1-B-5 - 2018-04-06 09.10.22,,
253,N2652-16-1-C-5 - 2018-04-05 19.22.12,,
254,N2652-16-1-D-5 - 2018-04-05 19.41.12,,
255,N2652-16-1-E-5 - 2018-04-05 19.59.38,,
256,N2652-16-1-F-5 - 2018-04-05 20.18.04,,
257,N2652-16-1-G-5 - 2018-04-05 20.35.35,,
258,N2652-16-1-H-5 - 2018-04-05 20.53.46,,
259,N2652-16-1-J-5 - 2018-04-05 21.28.37,,
260,N2652-16-1-K-5 - 2018-04-05 21.47.12,,
261,N2652-16-1-M-5 - 2018-04-06 01.52.52,,
262,709-97 - 2018-04-23 14.07.45,,
