,train,val,test
104,2021-07-06 13.44.14,,
105,N2428-17-1-A-21 - 2018-04-05 23.58.11,,
106,384-81 - 2018-04-26 21.53.39,,
107,E1054-68 - 2018-04-26 12.02.39,,
108,E744-88 - 2018-05-02 10.27.58,,
109,E786-95 - 2018-04-16 11.58.00,,
110,E118-13A - 2018-03-27 14.01.22,,
111,E118-13B - 2018-03-27 14.06.12,,
112,E118-13D - 2018-03-27 14.16.39,,
113,E1254-13I-II - 2018-03-28 12.26.56,,
114,E621-14IA - 2018-03-28 12.51.43,,
115,E621-14IB - 2018-03-28 13.03.12,,
116,E621-14II - 2018-03-28 13.14.24,,
117,N511-76-WNT - 2018-04-26 17.42.49,,
118,647-88 - 2018-05-02 10.13.12,,
119,E392-08 - 2018-03-09 00.06.20,,
120,E599-88 - 2018-05-02 10.02.29,,
121,E863-87 - 2018-05-01 16.18.21,,
122,N166-79 - 2018-04-26 19.29.28,,
123,N2395-15-1-A-15 - 2018-04-05 18.02.47,,
124,509-99-I - 2018-04-18 11.14.08,,
125,2021-07-06 12.02.27,,
126,N1391-17-1-A-17 - 2018-04-05 23.32.38,,
127,N1391-17-1-B-2 - 2018-04-05 23.40.22,,
128,N1391-17-1-C-2 - 2018-04-05 23.49.29,,
129,N1391-17-2-A-1 - 2018-04-05 23.54.09,,
130,N569-11-4 - 2018-03-27 10.39.57,,
131,798-98 - 2018-04-18 10.29.38,,
132,N349-78 - 2018-04-26 19.14.55,,
133,E61-86 - 2018-05-01 14.55.03,,
134,2021-07-06 12.40.22,,
135,E622-10 - 2018-03-08 20.30.55,,
136,E429-15-A - 2018-04-05 17.03.54,,
137,E429-15-C - 2018-04-05 17.14.42,,
138,E854-14A - 2018-03-28 13.22.16,,
139,E854-14B - 2018-03-28 13.35.06,,
140,E854-14C - 2018-03-28 13.48.13,,
141,N1366-92 - 2018-04-11 11.28.21,,
142,E979-05 - 2018-03-08 21.57.58,,
143,1025-98 - 2018-04-18 10.44.26,,
144,1251-15-C - 2018-04-06 08.44.50,,
145,E1251-15-A - 2018-04-05 17.41.27,,
146,E1251-15-B - 2018-04-05 17.48.01,,
147,N266-73 - 2018-04-26 14.12.19,,
148,N278-76 - 2018-04-26 15.07.36,,
149,N761-68 - 2018-04-26 16.58.09,,
150,1020-93 - 2018-04-12 20.11.04,,
151,E44-90-A - 2018-04-10 17.13.58,,
152,E44-90-B - 2018-04-10 17.49.10,,
153,E156-98-A - 2018-04-23 14.16.27,,
154,E164-91 - 2018-04-10 22.24.54,,
155,E164-91 - 2018-04-11 09.55.11,,
156,E173-91 - 2018-04-11 10.07.24,,
157,N16-1903_a,,
158,N16-1903_b,,
159,N16-1903_c,,
160,N16-3919_b,,
161,N16-3919_c,,
162,N17-914_b,,
163,N17-1312,,
164,N18-4192,,
165,E851-90-A - 2018-04-10 21.04.22,,
166,E851-90-A - 2018-04-10 21.32.31,,
167,E851-90-B - 2018-04-10 21.19.46,,
168,E385-00 - 2018-04-18 12.01.56,,
169,E618-05 - 2018-03-08 21.24.02,,
170,N517-12D - 2018-03-27 12.41.53,,
171,N517-12E - 2018-03-27 12.55.23,,
172,E326-01-I-B - 2018-04-13 15.24.00,,
173,E326-01-II - 2018-04-13 14.21.52,,
174,E326-01-III - 2018-04-13 14.28.00,,
175,E408-92 - 2018-04-11 01.01.39,,
176,E231-12-B - 2018-03-27 11.57.44,,
177,E231-12-C - 2018-03-27 16.51.14,,
178,E231-12B - 2018-03-27 12.13.55,,
179,E434-02-I - 2018-04-13 16.08.34,,
180,E434-02-II - 2018-04-13 16.23.44,,
181,E465-02 - 2018-04-16 09.55.18,,
182,E465-02-A - 2018-04-16 09.43.13,,
183,E253-89 - 2018-05-02 18.57.52,,
184,E586-85 - 2018-05-01 14.31.34,,
185,E586-85 - 2018-05-01 14.40.47,,
186,E845-10 - 2018-03-08 20.49.33,,
187,N539-13 - 2018-03-28 10.01.02,,
188,N980-93 - 2018-04-12 19.25.47,,
189,N1580-14-1-A-15 - 2018-03-28 18.14.22,,
190,N1580-14-1-B-6 - 2018-03-28 18.27.05,,
191,N1580-14-1-C-5 - 2018-03-28 14.04.34,,
192,N1580-14-1-D-5 - 2018-03-28 17.58.49,,
193,E1179-13II - 2018-03-28 11.33.27,,
194,E1179-13III - 2018-03-28 11.49.02,,
195,236-91 - 2018-04-11 14.46.24,,
196,E236-91 - 2018-04-10 22.54.09,,
197,E236-91-B - 2018-04-11 10.12.44,,
198,E1177-13 - 2018-03-28 11.04.50,,
199,E620-06 - 2018-03-08 22.29.32,,
200,E694-07 - 2018-03-08 23.39.02,,
201,EK270-09 - 2018-03-09 00.37.05,,
202,N19-72 - 2018-04-26 13.05.57,,
203,N222-70 - 2018-04-26 12.40.11,,
204,737-98-I - 2018-04-18 09.52.29,,
205,E871-05-1a - 2018-03-08 21.38.08,,
206,N453-77 - 2018-04-26 16.03.41,,
207,E369-89 - 2018-05-02 19.05.56,,
208,N358-18-1-A-21 - 2018-04-06 02.05.52,,
209,N358-18-1-B-2 - 2018-04-06 09.39.26,,
210,478-96-7-I-C - 2018-04-23 13.57.36,,
211,478-97-I-B - 2018-04-23 13.49.05,,
212,E1036-88 - 2018-05-02 17.27.58,,
213,164-99-IA - 2018-04-18 11.01.35,,
214,E622-67-II - 2018-04-26 16.39.02,,
215,N95-71 - 2018-04-26 17.11.19,,
216,Ek1253-13A - 2018-03-28 12.00.38,,
217,Ek1253-13B - 2018-03-28 12.14.06,,
218,E760-07 - 2018-03-08 23.55.26,,
219,E173-10A - 2018-03-09 01.37.57,,
220,E940-10 - 2018-03-08 21.04.26,,
221,426-88 - 2018-05-02 09.37.06,,
222,E1059-13A - 2018-03-28 10.37.11,,
223,E1059-13B - 2018-03-28 10.52.13,,
224,N3353-17-1-A-21 - 2018-04-06 01.34.31,,
225,N3353-17-2-A-6 - 2018-04-06 09.24.05,,
226,N3353-17-2-B-9 - 2018-04-06 01.38.31,,
227,E808-92 - 2018-04-10 22.42.34,,
228,949-86 - 2018-05-01 15.45.54,,
229,N515-75 - 2018-04-26 14.42.34,,
230,607-98 - 2018-04-18 09.37.44,,
231,N83-73 - 2018-04-26 17.19.42,,
232,N 266-93-II - 2018-04-12 19.42.58,,
233,E329-87 - 2018-05-01 16.10.58,,
234,E955-88-B - 2018-05-02 17.13.54,,
235,N461-75 - 2018-04-26 14.33.35,,
236,N11-81 - 2018-04-26 20.58.12,,
237,E732-04 - 2018-03-08 21.10.39,,
238,E367-94-A - 2018-04-12 20.59.30,,
239,N1948-14-2-B-5 - 2018-03-28 14.15.16,,
240,N2872-17-1-B-2 - 2018-04-06 00.29.15,,
241,N2872-17-1-C-10 - 2018-04-06 01.17.50,,
242,N2872-17-1-D-2 - 2018-04-06 00.44.54,,
243,N2872-17-1-E-2 - 2018-04-06 01.02.09,,
244,N269-77 - 2018-04-26 15.55.13,,
245,659-95-I - 2018-04-16 13.43.09,,
246,E73-96 - 2018-04-16 12.45.52,,
247,E73-96-A - 2018-04-23 13.08.52,,
248,E260-85 - 2018-05-01 14.23.14,,
249,N2652-1-I-6 - 2018-04-05 21.10.30,,
250,N2652-1-L-5 - 2018-04-05 22.18.30,,
251,N2652-16-1-A-1 - 2018-04-05 22.03.27,,
252,N2652-16-1-B-5 - 2018-04-06 09.10.22,,
253,N2652-16-1-C-5 - 2018-04-05 19.22.12,,
254,N2652-16-1-D-5 - 2018-04-05 19.41.12,,
255,N2652-16-1-E-5 - 2018-04-05 19.59.38,,
256,N2652-16-1-F-5 - 2018-04-05 20.18.04,,
257,N2652-16-1-G-5 - 2018-04-05 20.35.35,,
258,N2652-16-1-H-5 - 2018-04-05 20.53.46,,
259,N2652-16-1-J-5 - 2018-04-05 21.28.37,,
260,N2652-16-1-K-5 - 2018-04-05 21.47.12,,
261,N2652-16-1-M-5 - 2018-04-06 01.52.52,,
262,709-97 - 2018-04-23 14.07.45,,
