,train,val,test
55,N331-15-2-A-31 - 2018-04-06 08.32.52,,
56,E658-90-A - 2018-04-10 20.12.47,,
57,E658-90-B - 2018-04-10 20.30.45,,
58,E658-90-B - 2018-04-10 20.51.02,,
59,N14-81 - 2018-04-26 21.12.47,,
60,450-95-I - 2018-04-16 10.57.33,,
61,450-95-I - 2018-04-16 11.08.51,,
62,450-95-I - 2018-04-16 11.18.54,,
63,N2424-16-1-A-5 - 2018-04-05 18.30.46,,
64,N2424-16-1-B-5 - 2018-04-05 18.42.39,,
65,N2424-16-1-D-5 - 2018-04-05 18.59.59,,
66,N2424-16-1-E-29 - 2018-04-05 19.12.14,,
67,N2424-16-1-E-5 - 2018-04-06 08.59.38,,
68,E824-11C - 2018-03-27 11.18.15,,
69,E824-11D - 2018-03-27 10.59.48,,
70,E841-12 - 2018-03-27 13.23.49,,
71,E262-65 - 2018-04-26 16.26.34,,
72,E784-10 - 2018-03-08 20.38.37,,
73,N211-78 - 2018-04-26 18.46.22,,
74,N91-72 - 2018-04-26 13.31.58,,
75,E515-00 - 2018-04-18 12.06.34,,
76,E202-96 - 2018-04-23 13.18.01,,
77,E202-96 - 2018-04-23 14.04.02,,
78,E525-89 - 2018-05-02 19.20.41,,
79,E525-89 - 2018-05-02 19.38.55,,
80,N16-77 - 2018-04-26 15.44.56,,
81,277-94 - 2018-04-12 20.21.54,,
82,N2910-17-1-A-1 - 2018-04-06 00.24.22,,
83,E821-09 - 2018-03-09 00.54.05,,
84,846-95-I - 2018-04-16 12.06.25,,
85,N210-78-A - 2018-04-26 18.34.59,,
86,E984-06 - 2018-03-08 22.52.06,,
87,N527-92 - 2018-04-11 01.19.27,,
88,N527-92 - 2018-04-11 11.18.21,,
89,25-95-I - 2018-04-16 10.19.32,,
90,E1-2009 - 2018-03-09 00.25.12,,
91,N2204-14-1-A-9 - 2018-04-05 16.31.11,,
92,N2204-14-2-A-1 - 2018-03-28 14.27.25,,
93,N2204-14-2-C-1 - 2018-04-05 16.49.42,,
94,N2204-14-2-C-15 - 2018-04-05 16.42.02,,
95,N687-67 - 2018-04-26 11.37.57,,
96,E998-90 - 2018-04-11 10.35.48,,
97,N1199-91 - 2018-04-11 11.09.29,,
98,E255-84 - 2018-05-01 13.36.44,,
99,N171-76-B - 2018-04-26 14.49.54,,
100,N2015002181N1-A-14 - 2021-07-06 13.30.21,,
101,E493-88-A - 2018-05-02 09.57.30,,
102,E795-15-A - 2018-04-05 17.32.23,,
103,E795-15-B - 2018-04-05 17.23.42,,
104,E538-03,,
105,E168-70 - 2018-04-26 12.14.09,,
106,2021-07-06 13.44.14,,
107,N2428-17-1-A-21 - 2018-04-05 23.58.11,,
108,384-81 - 2018-04-26 21.53.39,,
109,E1054-68 - 2018-04-26 12.02.39,,
110,E744-88 - 2018-05-02 10.27.58,,
111,E786-95 - 2018-04-16 11.58.00,,
112,E118-13A - 2018-03-27 14.01.22,,
113,E118-13B - 2018-03-27 14.06.12,,
114,E118-13D - 2018-03-27 14.16.39,,
115,E1254-13I-II - 2018-03-28 12.26.56,,
116,E621-14IA - 2018-03-28 12.51.43,,
117,E621-14IB - 2018-03-28 13.03.12,,
118,E621-14II - 2018-03-28 13.14.24,,
119,N511-76-WNT - 2018-04-26 17.42.49,,
120,647-88 - 2018-05-02 10.13.12,,
121,E392-08 - 2018-03-09 00.06.20,,
122,E863-87 - 2018-05-01 16.18.21,,
123,N166-79 - 2018-04-26 19.29.28,,
124,N2395-15-1-A-15 - 2018-04-05 18.02.47,,
125,509-99-I - 2018-04-18 11.14.08,,
126,2021-07-06 12.02.27,,
127,N569-11-4 - 2018-03-27 10.39.57,,
128,798-98 - 2018-04-18 10.29.38,,
129,N349-78 - 2018-04-26 19.14.55,,
130,E61-86 - 2018-05-01 14.55.03,,
131,2021-07-06 12.40.22,,
132,E622-10 - 2018-03-08 20.30.55,,
133,E429-15-A - 2018-04-05 17.03.54,,
134,E429-15-C - 2018-04-05 17.14.42,,
135,E854-14A - 2018-03-28 13.22.16,,
136,E854-14B - 2018-03-28 13.35.06,,
137,E854-14C - 2018-03-28 13.48.13,,
138,N1366-92 - 2018-04-11 11.28.21,,
139,E979-05 - 2018-03-08 21.57.58,,
140,E46-16-A - 2018-04-06 08.53.58,,
141,E46-16-B - 2018-04-05 18.17.29,,
142,E46-16-C - 2018-04-05 18.24.59,,
143,1025-98 - 2018-04-18 10.44.26,,
144,1251-15-C - 2018-04-06 08.44.50,,
145,E1251-15-A - 2018-04-05 17.41.27,,
146,E1251-15-B - 2018-04-05 17.48.01,,
147,N266-73 - 2018-04-26 14.12.19,,
148,N761-68 - 2018-04-26 16.58.09,,
149,E1079-14 - 2018-03-28 17.45.25,,
150,E301-07 - 2018-03-08 23.10.37,,
151,E301-07 - 2018-03-08 23.25.15,,
152,E951-12 - 2018-03-27 13.38.29,,
153,1020-93 - 2018-04-12 20.11.04,,
154,E44-90-A - 2018-04-10 17.13.58,,
155,E44-90-B - 2018-04-10 17.49.10,,
156,549-00-II - 2018-04-18 12.13.56,,
157,E156-98-A - 2018-04-23 14.16.27,,
158,E164-91 - 2018-04-10 22.24.54,,
159,E164-91 - 2018-04-11 09.55.11,,
160,E173-91 - 2018-04-11 10.07.24,,
161,N16-1903_a,,
162,N16-1903_b,,
163,N16-1903_c,,
164,N16-3919_b,,
165,N16-3919_c,,
166,N17-914_b,,
167,N17-1312,,
168,N18-4192,,
169,E851-90-A - 2018-04-10 21.04.22,,
170,E851-90-A - 2018-04-10 21.32.31,,
171,E851-90-B - 2018-04-10 21.19.46,,
172,E385-00 - 2018-04-18 12.01.56,,
173,E618-05 - 2018-03-08 21.24.02,,
174,N517-12D - 2018-03-27 12.41.53,,
175,N517-12E - 2018-03-27 12.55.23,,
176,E408-92 - 2018-04-11 01.01.39,,
177,E434-02-I - 2018-04-13 16.08.34,,
178,E434-02-II - 2018-04-13 16.23.44,,
179,E465-02 - 2018-04-16 09.55.18,,
180,E465-02-A - 2018-04-16 09.43.13,,
181,E253-89 - 2018-05-02 18.57.52,,
182,E586-85 - 2018-05-01 14.31.34,,
183,E586-85 - 2018-05-01 14.40.47,,
184,118-98-II - 2018-04-23 14.10.20,,
185,338-97-I - 2018-04-23 13.35.08,,
186,935-95 - 2018-04-16 12.28.05,,
187,E845-10 - 2018-03-08 20.49.33,,
188,N539-13 - 2018-03-28 10.01.02,,
189,E465-90-A - 2018-04-10 18.03.23,,
190,E465-90-B - 2018-04-10 18.18.59,,
191,N980-93 - 2018-04-12 19.25.47,,
192,N1580-14-1-A-15 - 2018-03-28 18.14.22,,
193,N1580-14-1-B-6 - 2018-03-28 18.27.05,,
194,N1580-14-1-C-5 - 2018-03-28 14.04.34,,
195,N1580-14-1-D-5 - 2018-03-28 17.58.49,,
196,E1179-13II - 2018-03-28 11.33.27,,
197,E1179-13III - 2018-03-28 11.49.02,,
198,E522-94-B - 2018-04-12 21.47.13,,
199,236-91 - 2018-04-11 14.46.24,,
200,E236-91 - 2018-04-10 22.54.09,,
201,E236-91-B - 2018-04-11 10.12.44,,
202,E1177-13 - 2018-03-28 11.04.50,,
203,E620-06 - 2018-03-08 22.29.32,,
204,E694-07 - 2018-03-08 23.39.02,,
205,EK270-09 - 2018-03-09 00.37.05,,
206,N19-72 - 2018-04-26 13.05.57,,
207,N222-70 - 2018-04-26 12.40.11,,
208,E871-05-1a - 2018-03-08 21.38.08,,
209,N453-77 - 2018-04-26 16.03.41,,
210,E369-89 - 2018-05-02 19.05.56,,
211,N358-18-1-A-21 - 2018-04-06 02.05.52,,
212,N358-18-1-B-2 - 2018-04-06 09.39.26,,
213,478-96-7-I-C - 2018-04-23 13.57.36,,
214,478-97-I-B - 2018-04-23 13.49.05,,
215,E1036-88 - 2018-05-02 17.27.58,,
216,E622-67-II - 2018-04-26 16.39.02,,
217,N95-71 - 2018-04-26 17.11.19,,
218,Ek1253-13A - 2018-03-28 12.00.38,,
219,Ek1253-13B - 2018-03-28 12.14.06,,
220,E760-07 - 2018-03-08 23.55.26,,
221,N2-95 - 2018-04-16 13.21.32,,
222,E173-10A - 2018-03-09 01.37.57,,
223,E940-10 - 2018-03-08 21.04.26,,
224,426-88 - 2018-05-02 09.37.06,,
225,E578-90-A - 2018-04-10 19.12.37,,
226,E578-90-B - 2018-04-11 09.32.07,,
227,E1059-13A - 2018-03-28 10.37.11,,
228,E1059-13B - 2018-03-28 10.52.13,,
229,N3353-17-1-A-21 - 2018-04-06 01.34.31,,
230,N3353-17-2-A-6 - 2018-04-06 09.24.05,,
231,N3353-17-2-B-9 - 2018-04-06 01.38.31,,
232,E808-92 - 2018-04-10 22.42.34,,
233,949-86 - 2018-05-01 15.45.54,,
234,607-98 - 2018-04-18 09.37.44,,
235,N83-73 - 2018-04-26 17.19.42,,
236,N 266-93-II - 2018-04-12 19.42.58,,
237,E329-87 - 2018-05-01 16.10.58,,
238,E955-88-B - 2018-05-02 17.13.54,,
239,N461-75 - 2018-04-26 14.33.35,,
240,N11-81 - 2018-04-26 20.58.12,,
241,E732-04 - 2018-03-08 21.10.39,,
242,E367-94-A - 2018-04-12 20.59.30,,
243,N1948-14-2-B-5 - 2018-03-28 14.15.16,,
244,N2872-17-1-B-2 - 2018-04-06 00.29.15,,
245,N2872-17-1-C-10 - 2018-04-06 01.17.50,,
246,N2872-17-1-D-2 - 2018-04-06 00.44.54,,
247,N2872-17-1-E-2 - 2018-04-06 01.02.09,,
248,N269-77 - 2018-04-26 15.55.13,,
249,659-95-I - 2018-04-16 13.43.09,,
250,E73-96 - 2018-04-16 12.45.52,,
251,E73-96-A - 2018-04-23 13.08.52,,
252,E260-85 - 2018-05-01 14.23.14,,
253,N2652-1-I-6 - 2018-04-05 21.10.30,,
254,N2652-1-L-5 - 2018-04-05 22.18.30,,
255,N2652-16-1-A-1 - 2018-04-05 22.03.27,,
256,N2652-16-1-B-5 - 2018-04-06 09.10.22,,
257,N2652-16-1-C-5 - 2018-04-05 19.22.12,,
258,N2652-16-1-D-5 - 2018-04-05 19.41.12,,
259,N2652-16-1-E-5 - 2018-04-05 19.59.38,,
260,N2652-16-1-F-5 - 2018-04-05 20.18.04,,
261,N2652-16-1-G-5 - 2018-04-05 20.35.35,,
262,N2652-16-1-H-5 - 2018-04-05 20.53.46,,
263,N2652-16-1-J-5 - 2018-04-05 21.28.37,,
264,N2652-16-1-K-5 - 2018-04-05 21.47.12,,
265,N2652-16-1-M-5 - 2018-04-06 01.52.52,,
266,709-97 - 2018-04-23 14.07.45,,
