,train,val,test
70,N358-18-1-B-2 - 2018-04-06 09.39.26,,
71,E411-10A - 2018-03-08 20.23.01,,
72,478-96-7-I-C - 2018-04-23 13.57.36,,
73,478-97-I-B - 2018-04-23 13.49.05,,
74,E1036-88 - 2018-05-02 17.27.58,,
75,Ek1253-13A - 2018-03-28 12.00.38,,
76,Ek1253-13B - 2018-03-28 12.14.06,,
77,E760-07 - 2018-03-08 23.55.26,,
78,E173-10A - 2018-03-09 01.37.57,,
79,E940-10 - 2018-03-08 21.04.26,,
80,E578-90-A - 2018-04-10 19.12.37,,
81,E578-90-B - 2018-04-11 09.32.07,,
82,N515-75 - 2018-04-26 14.42.34,,
83,607-98 - 2018-04-18 09.37.44,,
84,N83-73 - 2018-04-26 17.19.42,,
85,N 266-93-II - 2018-04-12 19.42.58,,
86,E955-88-B - 2018-05-02 17.13.54,,
87,N461-75 - 2018-04-26 14.33.35,,
88,E367-94-A - 2018-04-12 20.59.30,,
89,N1948-14-2-B-5 - 2018-03-28 14.15.16,,
90,235-88-I - 2018-05-01 16.54.37,,
91,N2872-17-1-B-2 - 2018-04-06 00.29.15,,
92,N2872-17-1-C-10 - 2018-04-06 01.17.50,,
93,N2872-17-1-D-2 - 2018-04-06 00.44.54,,
94,N2872-17-1-E-2 - 2018-04-06 01.02.09,,
95,659-95-I - 2018-04-16 13.43.09,,
96,N2652-1-I-6 - 2018-04-05 21.10.30,,
97,N2652-1-L-5 - 2018-04-05 22.18.30,,
98,N2652-16-1-A-1 - 2018-04-05 22.03.27,,
99,N2652-16-1-B-5 - 2018-04-06 09.10.22,,
100,N2652-16-1-C-5 - 2018-04-05 19.22.12,,
101,N2652-16-1-D-5 - 2018-04-05 19.41.12,,
102,N2652-16-1-E-5 - 2018-04-05 19.59.38,,
103,N2652-16-1-F-5 - 2018-04-05 20.18.04,,
104,N2652-16-1-G-5 - 2018-04-05 20.35.35,,
105,N2652-16-1-H-5 - 2018-04-05 20.53.46,,
106,N2652-16-1-J-5 - 2018-04-05 21.28.37,,
107,N2652-16-1-K-5 - 2018-04-05 21.47.12,,
108,N2652-16-1-M-5 - 2018-04-06 01.52.52,,
109,E851-90-A - 2018-04-10 21.04.22,,
110,E851-90-A - 2018-04-10 21.32.31,,
111,E851-90-B - 2018-04-10 21.19.46,,
112,N2018-13-1A - 2018-03-28 12.36.36,,
113,857-95-I - 2018-04-16 12.10.27,,
114,857-95-I - 2018-04-16 12.14.13,,
115,E160-85 - 2018-05-01 13.48.07,,
116,E451-13 - 2018-03-27 15.21.36,,
117,E451-13 - 2018-03-27 15.27.55,,
118,E713-01-B - 2018-04-13 14.51.28,,
119,N1662-15-1-A-13 - 2018-04-05 17.59.29,,
120,N1074-17-1-A-14 - 2018-04-05 22.36.35,,
121,N1074-17-1-B-3 - 2018-04-05 22.53.07,,
122,N1074-17-1-C-3 - 2018-04-05 23.01.52,,
123,N1074-17-1-D-3 - 2018-04-05 23.10.59,,
124,1037-98-I - 2018-04-18 10.51.35,,
125,124-00 - 2018-04-18 11.37.05,,
126,E306-02 - 2018-04-13 15.05.47,,
127,723-86 - 2018-05-01 15.29.45,,
128,E308-87 - 2018-05-01 16.00.46,,
129,E484-93-1 - 2018-04-12 18.05.18,,
130,E484-93-1 - 2018-04-12 18.18.30,,
131,E665-07 - 2018-03-08 23.32.41,,
132,E205-06 - 2018-03-08 22.15.53,,
133,N141-78 - 2018-04-26 18.09.25,,
134,E374-10 - 2018-03-08 20.11.33,,
135,E352-00 - 2018-04-18 11.55.10,,
136,306-98-I - 2018-04-18 09.33.51,,
137,306-98-I - 2018-04-23 14.23.51,,
138,E580-12 - 2018-03-27 13.07.08,,
139,E131-13A - 2018-03-27 14.30.15,,
140,E131-13B - 2018-03-27 14.47.06,,
141,E131-13C - 2018-03-27 15.04.13,,
142,E623-13B - 2018-03-28 10.19.55,,
143,N980-93 - 2018-04-12 19.25.47,,
144,E658-90-A - 2018-04-10 20.12.47,,
145,E658-90-B - 2018-04-10 20.30.45,,
146,E658-90-B - 2018-04-10 20.51.02,,
147,N14-81 - 2018-04-26 21.12.47,,
148,N2424-16-1-A-5 - 2018-04-05 18.30.46,,
149,N2424-16-1-B-5 - 2018-04-05 18.42.39,,
150,N2424-16-1-D-5 - 2018-04-05 18.59.59,,
151,N2424-16-1-E-29 - 2018-04-05 19.12.14,,
152,N2424-16-1-E-5 - 2018-04-06 08.59.38,,
153,E824-11C - 2018-03-27 11.18.15,,
154,E824-11D - 2018-03-27 10.59.48,,
155,E841-12 - 2018-03-27 13.23.49,,
156,E262-65 - 2018-04-26 16.26.34,,
157,N211-78 - 2018-04-26 18.46.22,,
158,N91-72 - 2018-04-26 13.31.58,,
159,E04-06 - 2018-03-08 22.01.33,,
160,E187-10 - 2018-03-08 20.06.33,,
161,E525-89 - 2018-05-02 19.20.41,,
162,E525-89 - 2018-05-02 19.38.55,,
163,E303-94-A - 2018-04-12 20.41.43,,
164,N16-77 - 2018-04-26 15.44.56,,
165,E984-06 - 2018-03-08 22.52.06,,
166,365-95 - 2018-04-16 10.46.09,,
167,N639-11-SS - 2018-03-27 10.56.24,,
168,E1-2009 - 2018-03-09 00.25.12,,
169,E613-90 - 2018-04-10 19.45.54,,
170,E613-90 - 2018-04-10 19.58.20,,
171,N687-67 - 2018-04-26 11.37.57,,
172,E998-90 - 2018-04-11 10.35.48,,
173,E255-84 - 2018-05-01 13.36.44,,
174,E795-15-A - 2018-04-05 17.32.23,,
175,E795-15-B - 2018-04-05 17.23.42,,
176,E744-88 - 2018-05-02 10.27.58,,
177,N3353-17-1-A-21 - 2018-04-06 01.34.31,,
178,N3353-17-2-A-6 - 2018-04-06 09.24.05,,
179,N3353-17-2-B-9 - 2018-04-06 01.38.31,,
180,E118-13A - 2018-03-27 14.01.22,,
181,E118-13B - 2018-03-27 14.06.12,,
182,E118-13D - 2018-03-27 14.16.39,,
183,E1254-13I-II - 2018-03-28 12.26.56,,
184,E621-14IA - 2018-03-28 12.51.43,,
185,E621-14IB - 2018-03-28 13.03.12,,
186,E621-14II - 2018-03-28 13.14.24,,
187,N2510-17-1-A-19 - 2018-04-06 00.05.20,,
188,N1837-18,,
189,E392-08 - 2018-03-09 00.06.20,,
190,E599-88 - 2018-05-02 10.02.29,,
191,N2395-15-1-A-15 - 2018-04-05 18.02.47,,
192,509-99-I - 2018-04-18 11.14.08,,
193,N1391-17-1-A-17 - 2018-04-05 23.32.38,,
194,N1391-17-1-B-2 - 2018-04-05 23.40.22,,
195,N1391-17-1-C-2 - 2018-04-05 23.49.29,,
196,N1391-17-2-A-1 - 2018-04-05 23.54.09,,
197,E622-10 - 2018-03-08 20.30.55,,
198,E429-15-A - 2018-04-05 17.03.54,,
199,E429-15-C - 2018-04-05 17.14.42,,
200,E854-14A - 2018-03-28 13.22.16,,
201,E854-14B - 2018-03-28 13.35.06,,
202,E854-14C - 2018-03-28 13.48.13,,
203,E979-05 - 2018-03-08 21.57.58,,
204,E46-16-A - 2018-04-06 08.53.58,,
205,E46-16-B - 2018-04-05 18.17.29,,
206,E46-16-C - 2018-04-05 18.24.59,,
207,1251-15-C - 2018-04-06 08.44.50,,
208,E1251-15-A - 2018-04-05 17.41.27,,
209,E1251-15-B - 2018-04-05 17.48.01,,
210,E540-01 - 2018-04-13 14.36.38,,
211,N266-73 - 2018-04-26 14.12.19,,
212,E1079-14 - 2018-03-28 17.45.25,,
213,E301-07 - 2018-03-08 23.10.37,,
214,E301-07 - 2018-03-08 23.25.15,,
215,E951-12 - 2018-03-27 13.38.29,,
216,E44-90-A - 2018-04-10 17.13.58,,
217,E44-90-B - 2018-04-10 17.49.10,,
218,549-00-II - 2018-04-18 12.13.56,,
219,N19-5153_a,,
220,N19-5153_b,,
