,train,val,test
123,723-86 - 2018-05-01 15.29.45,,
124,E308-87 - 2018-05-01 16.00.46,,
125,E665-07 - 2018-03-08 23.32.41,,
126,E205-06 - 2018-03-08 22.15.53,,
127,E179-89 - 2018-05-02 18.36.24,,
128,E187-89 - 2018-05-02 18.45.39,,
129,E909-87 - 2018-05-01 16.30.36,,
130,N141-78 - 2018-04-26 18.09.25,,
131,E1080-09 - 2018-03-09 01.09.54,,
132,E1080-09B - 2018-03-09 01.23.45,,
133,E374-10 - 2018-03-08 20.11.33,,
134,E352-00 - 2018-04-18 11.55.10,,
135,306-98-I - 2018-04-18 09.33.51,,
136,306-98-I - 2018-04-23 14.23.51,,
137,E580-12 - 2018-03-27 13.07.08,,
138,E131-13A - 2018-03-27 14.30.15,,
139,E131-13B - 2018-03-27 14.47.06,,
140,E131-13C - 2018-03-27 15.04.13,,
141,E623-13B - 2018-03-28 10.19.55,,
142,E658-90-A - 2018-04-10 20.12.47,,
143,E658-90-B - 2018-04-10 20.30.45,,
144,E658-90-B - 2018-04-10 20.51.02,,
145,N14-81 - 2018-04-26 21.12.47,,
146,N2424-16-1-A-5 - 2018-04-05 18.30.46,,
147,N2424-16-1-B-5 - 2018-04-05 18.42.39,,
148,N2424-16-1-D-5 - 2018-04-05 18.59.59,,
149,N2424-16-1-E-29 - 2018-04-05 19.12.14,,
150,N2424-16-1-E-5 - 2018-04-06 08.59.38,,
151,E824-11C - 2018-03-27 11.18.15,,
152,E824-11D - 2018-03-27 10.59.48,,
153,E841-12 - 2018-03-27 13.23.49,,
154,E262-65 - 2018-04-26 16.26.34,,
155,N211-78 - 2018-04-26 18.46.22,,
156,N91-72 - 2018-04-26 13.31.58,,
157,E525-89 - 2018-05-02 19.20.41,,
158,E525-89 - 2018-05-02 19.38.55,,
159,E303-94-A - 2018-04-12 20.41.43,,
160,E435-86 - 2018-05-01 15.18.08,,
161,N16-77 - 2018-04-26 15.44.56,,
162,365-95 - 2018-04-16 10.46.09,,
163,N639-11-SS - 2018-03-27 10.56.24,,
164,E1-2009 - 2018-03-09 00.25.12,,
165,E613-90 - 2018-04-10 19.45.54,,
166,E613-90 - 2018-04-10 19.58.20,,
167,N687-67 - 2018-04-26 11.37.57,,
168,E998-90 - 2018-04-11 10.35.48,,
169,E255-84 - 2018-05-01 13.36.44,,
170,N171-76-B - 2018-04-26 14.49.54,,
171,E795-15-A - 2018-04-05 17.32.23,,
172,E795-15-B - 2018-04-05 17.23.42,,
173,E744-88 - 2018-05-02 10.27.58,,
174,N3353-17-1-A-21 - 2018-04-06 01.34.31,,
175,N3353-17-2-A-6 - 2018-04-06 09.24.05,,
176,N3353-17-2-B-9 - 2018-04-06 01.38.31,,
177,E118-13A - 2018-03-27 14.01.22,,
178,E118-13B - 2018-03-27 14.06.12,,
179,E118-13D - 2018-03-27 14.16.39,,
180,E1254-13I-II - 2018-03-28 12.26.56,,
181,E621-14IA - 2018-03-28 12.51.43,,
182,E621-14IB - 2018-03-28 13.03.12,,
183,E621-14II - 2018-03-28 13.14.24,,
184,N2510-17-1-A-19 - 2018-04-06 00.05.20,,
185,N1837-18,,
186,E392-08 - 2018-03-09 00.06.20,,
187,509-99-I - 2018-04-18 11.14.08,,
188,N1391-17-1-A-17 - 2018-04-05 23.32.38,,
189,N1391-17-1-B-2 - 2018-04-05 23.40.22,,
190,N1391-17-1-C-2 - 2018-04-05 23.49.29,,
191,N1391-17-2-A-1 - 2018-04-05 23.54.09,,
192,E622-10 - 2018-03-08 20.30.55,,
193,E429-15-A - 2018-04-05 17.03.54,,
194,E429-15-C - 2018-04-05 17.14.42,,
195,E854-14A - 2018-03-28 13.22.16,,
196,E854-14B - 2018-03-28 13.35.06,,
197,E854-14C - 2018-03-28 13.48.13,,
198,E979-05 - 2018-03-08 21.57.58,,
199,E46-16-A - 2018-04-06 08.53.58,,
200,E46-16-B - 2018-04-05 18.17.29,,
201,E46-16-C - 2018-04-05 18.24.59,,
202,1251-15-C - 2018-04-06 08.44.50,,
203,E1251-15-A - 2018-04-05 17.41.27,,
204,E1251-15-B - 2018-04-05 17.48.01,,
205,E540-01 - 2018-04-13 14.36.38,,
206,N266-73 - 2018-04-26 14.12.19,,
207,E1079-14 - 2018-03-28 17.45.25,,
208,E301-07 - 2018-03-08 23.10.37,,
209,E301-07 - 2018-03-08 23.25.15,,
210,E951-12 - 2018-03-27 13.38.29,,
211,E44-90-A - 2018-04-10 17.13.58,,
212,E44-90-B - 2018-04-10 17.49.10,,
213,549-00-II - 2018-04-18 12.13.56,,
214,N19-5153_a,,
215,N19-5153_b,,
