,train,val,test
82,N515-75 - 2018-04-26 14.42.34,,
83,607-98 - 2018-04-18 09.37.44,,
84,N83-73 - 2018-04-26 17.19.42,,
85,N 266-93-II - 2018-04-12 19.42.58,,
86,E955-88-B - 2018-05-02 17.13.54,,
87,N461-75 - 2018-04-26 14.33.35,,
88,E367-94-A - 2018-04-12 20.59.30,,
89,N1948-14-2-B-5 - 2018-03-28 14.15.16,,
90,235-88-I - 2018-05-01 16.54.37,,
91,659-95-I - 2018-04-16 13.43.09,,
92,371-02 - 2018-04-13 15.50.14,,
93,N2652-1-I-6 - 2018-04-05 21.10.30,,
94,N2652-1-L-5 - 2018-04-05 22.18.30,,
95,N2652-16-1-A-1 - 2018-04-05 22.03.27,,
96,N2652-16-1-B-5 - 2018-04-06 09.10.22,,
97,N2652-16-1-C-5 - 2018-04-05 19.22.12,,
98,N2652-16-1-D-5 - 2018-04-05 19.41.12,,
99,N2652-16-1-E-5 - 2018-04-05 19.59.38,,
100,N2652-16-1-F-5 - 2018-04-05 20.18.04,,
101,N2652-16-1-G-5 - 2018-04-05 20.35.35,,
102,N2652-16-1-H-5 - 2018-04-05 20.53.46,,
103,N2652-16-1-J-5 - 2018-04-05 21.28.37,,
104,N2652-16-1-K-5 - 2018-04-05 21.47.12,,
105,N2652-16-1-M-5 - 2018-04-06 01.52.52,,
106,E636-13 - 2018-03-28 10.25.20,,
107,E851-90-A - 2018-04-10 21.04.22,,
108,E851-90-A - 2018-04-10 21.32.31,,
109,E851-90-B - 2018-04-10 21.19.46,,
110,N2018-13-1A - 2018-03-28 12.36.36,,
111,E160-85 - 2018-05-01 13.48.07,,
112,E451-13 - 2018-03-27 15.21.36,,
113,E451-13 - 2018-03-27 15.27.55,,
114,E713-01-B - 2018-04-13 14.51.28,,
115,N1662-15-1-A-13 - 2018-04-05 17.59.29,,
116,E314-09 - 2018-03-09 00.40.12,,
117,E37-02-B - 2018-04-13 15.33.35,,
118,N1074-17-1-A-14 - 2018-04-05 22.36.35,,
119,N1074-17-1-B-3 - 2018-04-05 22.53.07,,
120,N1074-17-1-C-3 - 2018-04-05 23.01.52,,
121,N1074-17-1-D-3 - 2018-04-05 23.10.59,,
122,N404-76 - 2018-04-26 17.22.38,,
123,124-00 - 2018-04-18 11.37.05,,
124,E306-02 - 2018-04-13 15.05.47,,
125,723-86 - 2018-05-01 15.29.45,,
126,E308-87 - 2018-05-01 16.00.46,,
127,E484-93-1 - 2018-04-12 18.05.18,,
128,E484-93-1 - 2018-04-12 18.18.30,,
129,E665-07 - 2018-03-08 23.32.41,,
130,E205-06 - 2018-03-08 22.15.53,,
131,E179-89 - 2018-05-02 18.36.24,,
132,E187-89 - 2018-05-02 18.45.39,,
133,N141-78 - 2018-04-26 18.09.25,,
134,E1080-09 - 2018-03-09 01.09.54,,
135,E1080-09B - 2018-03-09 01.23.45,,
136,E374-10 - 2018-03-08 20.11.33,,
137,E352-00 - 2018-04-18 11.55.10,,
138,306-98-I - 2018-04-18 09.33.51,,
139,306-98-I - 2018-04-23 14.23.51,,
140,E580-12 - 2018-03-27 13.07.08,,
141,E131-13A - 2018-03-27 14.30.15,,
142,E131-13B - 2018-03-27 14.47.06,,
143,E131-13C - 2018-03-27 15.04.13,,
144,E623-13B - 2018-03-28 10.19.55,,
145,N980-93 - 2018-04-12 19.25.47,,
146,N14-81 - 2018-04-26 21.12.47,,
147,E824-11C - 2018-03-27 11.18.15,,
148,E824-11D - 2018-03-27 10.59.48,,
149,E841-12 - 2018-03-27 13.23.49,,
150,E262-65 - 2018-04-26 16.26.34,,
151,N211-78 - 2018-04-26 18.46.22,,
152,N91-72 - 2018-04-26 13.31.58,,
153,E04-06 - 2018-03-08 22.01.33,,
154,E187-10 - 2018-03-08 20.06.33,,
155,E525-89 - 2018-05-02 19.20.41,,
156,E525-89 - 2018-05-02 19.38.55,,
157,E303-94-A - 2018-04-12 20.41.43,,
158,E435-86 - 2018-05-01 15.18.08,,
159,N16-77 - 2018-04-26 15.44.56,,
160,E984-06 - 2018-03-08 22.52.06,,
161,365-95 - 2018-04-16 10.46.09,,
162,N639-11-SS - 2018-03-27 10.56.24,,
163,E1-2009 - 2018-03-09 00.25.12,,
164,E613-90 - 2018-04-10 19.45.54,,
165,E613-90 - 2018-04-10 19.58.20,,
166,N687-67 - 2018-04-26 11.37.57,,
167,E998-90 - 2018-04-11 10.35.48,,
168,E255-84 - 2018-05-01 13.36.44,,
169,N171-76-B - 2018-04-26 14.49.54,,
170,E744-88 - 2018-05-02 10.27.58,,
171,E118-13A - 2018-03-27 14.01.22,,
172,E118-13B - 2018-03-27 14.06.12,,
173,E118-13D - 2018-03-27 14.16.39,,
174,E1254-13I-II - 2018-03-28 12.26.56,,
175,E621-14IA - 2018-03-28 12.51.43,,
176,E621-14IB - 2018-03-28 13.03.12,,
177,E621-14II - 2018-03-28 13.14.24,,
178,N2510-17-1-A-19 - 2018-04-06 00.05.20,,
179,N1837-18,,
180,E392-08 - 2018-03-09 00.06.20,,
181,E599-88 - 2018-05-02 10.02.29,,
182,N2395-15-1-A-15 - 2018-04-05 18.02.47,,
183,509-99-I - 2018-04-18 11.14.08,,
184,N1391-17-1-A-17 - 2018-04-05 23.32.38,,
185,N1391-17-1-B-2 - 2018-04-05 23.40.22,,
186,N1391-17-1-C-2 - 2018-04-05 23.49.29,,
187,N1391-17-2-A-1 - 2018-04-05 23.54.09,,
188,E622-10 - 2018-03-08 20.30.55,,
189,E429-15-A - 2018-04-05 17.03.54,,
190,E429-15-C - 2018-04-05 17.14.42,,
191,E854-14A - 2018-03-28 13.22.16,,
192,E854-14B - 2018-03-28 13.35.06,,
193,E854-14C - 2018-03-28 13.48.13,,
194,E979-05 - 2018-03-08 21.57.58,,
195,E46-16-A - 2018-04-06 08.53.58,,
196,E46-16-B - 2018-04-05 18.17.29,,
197,E46-16-C - 2018-04-05 18.24.59,,
198,1251-15-C - 2018-04-06 08.44.50,,
199,E1251-15-A - 2018-04-05 17.41.27,,
200,E1251-15-B - 2018-04-05 17.48.01,,
201,E540-01 - 2018-04-13 14.36.38,,
202,N266-73 - 2018-04-26 14.12.19,,
203,E1079-14 - 2018-03-28 17.45.25,,
204,E301-07 - 2018-03-08 23.10.37,,
205,E301-07 - 2018-03-08 23.25.15,,
206,E951-12 - 2018-03-27 13.38.29,,
207,549-00-II - 2018-04-18 12.13.56,,
208,N19-5153_a,,
209,N19-5153_b,,
