,train,val,test
66,478-96-7-I-C - 2018-04-23 13.57.36,,
67,478-97-I-B - 2018-04-23 13.49.05,,
68,E1036-88 - 2018-05-02 17.27.58,,
69,E1071-88-A - 2018-05-02 17.36.08,,
70,Ek1253-13A - 2018-03-28 12.00.38,,
71,Ek1253-13B - 2018-03-28 12.14.06,,
72,E760-07 - 2018-03-08 23.55.26,,
73,E173-10A - 2018-03-09 01.37.57,,
74,E940-10 - 2018-03-08 21.04.26,,
75,E578-90-A - 2018-04-10 19.12.37,,
76,E578-90-B - 2018-04-11 09.32.07,,
77,N515-75 - 2018-04-26 14.42.34,,
78,607-98 - 2018-04-18 09.37.44,,
79,N83-73 - 2018-04-26 17.19.42,,
80,N 266-93-II - 2018-04-12 19.42.58,,
81,E955-88-B - 2018-05-02 17.13.54,,
82,N461-75 - 2018-04-26 14.33.35,,
83,E367-94-A - 2018-04-12 20.59.30,,
84,N1948-14-2-B-5 - 2018-03-28 14.15.16,,
85,235-88-I - 2018-05-01 16.54.37,,
86,N2872-17-1-B-2 - 2018-04-06 00.29.15,,
87,N2872-17-1-C-10 - 2018-04-06 01.17.50,,
88,N2872-17-1-D-2 - 2018-04-06 00.44.54,,
89,N2872-17-1-E-2 - 2018-04-06 01.02.09,,
90,659-95-I - 2018-04-16 13.43.09,,
91,371-02 - 2018-04-13 15.50.14,,
92,N2652-1-I-6 - 2018-04-05 21.10.30,,
93,N2652-1-L-5 - 2018-04-05 22.18.30,,
94,N2652-16-1-A-1 - 2018-04-05 22.03.27,,
95,N2652-16-1-B-5 - 2018-04-06 09.10.22,,
96,N2652-16-1-C-5 - 2018-04-05 19.22.12,,
97,N2652-16-1-D-5 - 2018-04-05 19.41.12,,
98,N2652-16-1-E-5 - 2018-04-05 19.59.38,,
99,N2652-16-1-F-5 - 2018-04-05 20.18.04,,
100,N2652-16-1-G-5 - 2018-04-05 20.35.35,,
101,N2652-16-1-H-5 - 2018-04-05 20.53.46,,
102,N2652-16-1-J-5 - 2018-04-05 21.28.37,,
103,N2652-16-1-K-5 - 2018-04-05 21.47.12,,
104,N2652-16-1-M-5 - 2018-04-06 01.52.52,,
105,E636-13 - 2018-03-28 10.25.20,,
106,E851-90-A - 2018-04-10 21.04.22,,
107,E851-90-A - 2018-04-10 21.32.31,,
108,E851-90-B - 2018-04-10 21.19.46,,
109,N2018-13-1A - 2018-03-28 12.36.36,,
110,857-95-I - 2018-04-16 12.10.27,,
111,857-95-I - 2018-04-16 12.14.13,,
112,E451-13 - 2018-03-27 15.21.36,,
113,E451-13 - 2018-03-27 15.27.55,,
114,E713-01-B - 2018-04-13 14.51.28,,
115,N1662-15-1-A-13 - 2018-04-05 17.59.29,,
116,E314-09 - 2018-03-09 00.40.12,,
117,E37-02-B - 2018-04-13 15.33.35,,
118,N1074-17-1-A-14 - 2018-04-05 22.36.35,,
119,N1074-17-1-B-3 - 2018-04-05 22.53.07,,
120,N1074-17-1-C-3 - 2018-04-05 23.01.52,,
121,N1074-17-1-D-3 - 2018-04-05 23.10.59,,
122,N404-76 - 2018-04-26 17.22.38,,
123,1037-98-I - 2018-04-18 10.51.35,,
124,124-00 - 2018-04-18 11.37.05,,
125,E306-02 - 2018-04-13 15.05.47,,
126,723-86 - 2018-05-01 15.29.45,,
127,E308-87 - 2018-05-01 16.00.46,,
128,E484-93-1 - 2018-04-12 18.05.18,,
129,E484-93-1 - 2018-04-12 18.18.30,,
130,E665-07 - 2018-03-08 23.32.41,,
131,E205-06 - 2018-03-08 22.15.53,,
132,E179-89 - 2018-05-02 18.36.24,,
133,E187-89 - 2018-05-02 18.45.39,,
134,E909-87 - 2018-05-01 16.30.36,,
135,E1080-09 - 2018-03-09 01.09.54,,
136,E1080-09B - 2018-03-09 01.23.45,,
137,E374-10 - 2018-03-08 20.11.33,,
138,306-98-I - 2018-04-18 09.33.51,,
139,306-98-I - 2018-04-23 14.23.51,,
140,E580-12 - 2018-03-27 13.07.08,,
141,E131-13A - 2018-03-27 14.30.15,,
142,E131-13B - 2018-03-27 14.47.06,,
143,E131-13C - 2018-03-27 15.04.13,,
144,E623-13B - 2018-03-28 10.19.55,,
145,N980-93 - 2018-04-12 19.25.47,,
146,E658-90-A - 2018-04-10 20.12.47,,
147,E658-90-B - 2018-04-10 20.30.45,,
148,E658-90-B - 2018-04-10 20.51.02,,
149,E824-11C - 2018-03-27 11.18.15,,
150,E824-11D - 2018-03-27 10.59.48,,
151,E841-12 - 2018-03-27 13.23.49,,
152,E262-65 - 2018-04-26 16.26.34,,
153,N211-78 - 2018-04-26 18.46.22,,
154,N91-72 - 2018-04-26 13.31.58,,
155,E04-06 - 2018-03-08 22.01.33,,
156,E187-10 - 2018-03-08 20.06.33,,
157,E525-89 - 2018-05-02 19.20.41,,
158,E525-89 - 2018-05-02 19.38.55,,
159,E303-94-A - 2018-04-12 20.41.43,,
160,E435-86 - 2018-05-01 15.18.08,,
161,N16-77 - 2018-04-26 15.44.56,,
162,365-95 - 2018-04-16 10.46.09,,
163,N639-11-SS - 2018-03-27 10.56.24,,
164,E1-2009 - 2018-03-09 00.25.12,,
165,E613-90 - 2018-04-10 19.45.54,,
166,E613-90 - 2018-04-10 19.58.20,,
167,N687-67 - 2018-04-26 11.37.57,,
168,E998-90 - 2018-04-11 10.35.48,,
169,E255-84 - 2018-05-01 13.36.44,,
170,N171-76-B - 2018-04-26 14.49.54,,
171,E795-15-A - 2018-04-05 17.32.23,,
172,E795-15-B - 2018-04-05 17.23.42,,
173,E744-88 - 2018-05-02 10.27.58,,
174,N3353-17-1-A-21 - 2018-04-06 01.34.31,,
175,N3353-17-2-A-6 - 2018-04-06 09.24.05,,
176,N3353-17-2-B-9 - 2018-04-06 01.38.31,,
177,E118-13A - 2018-03-27 14.01.22,,
178,E118-13B - 2018-03-27 14.06.12,,
179,E118-13D - 2018-03-27 14.16.39,,
180,E1254-13I-II - 2018-03-28 12.26.56,,
181,E621-14IA - 2018-03-28 12.51.43,,
182,E621-14IB - 2018-03-28 13.03.12,,
183,E621-14II - 2018-03-28 13.14.24,,
184,E392-08 - 2018-03-09 00.06.20,,
185,E599-88 - 2018-05-02 10.02.29,,
186,N2395-15-1-A-15 - 2018-04-05 18.02.47,,
187,509-99-I - 2018-04-18 11.14.08,,
188,N1391-17-1-A-17 - 2018-04-05 23.32.38,,
189,N1391-17-1-B-2 - 2018-04-05 23.40.22,,
190,N1391-17-1-C-2 - 2018-04-05 23.49.29,,
191,N1391-17-2-A-1 - 2018-04-05 23.54.09,,
192,E622-10 - 2018-03-08 20.30.55,,
193,E429-15-A - 2018-04-05 17.03.54,,
194,E429-15-C - 2018-04-05 17.14.42,,
195,E854-14A - 2018-03-28 13.22.16,,
196,E854-14B - 2018-03-28 13.35.06,,
197,E854-14C - 2018-03-28 13.48.13,,
198,E979-05 - 2018-03-08 21.57.58,,
199,E46-16-A - 2018-04-06 08.53.58,,
200,E46-16-B - 2018-04-05 18.17.29,,
201,E46-16-C - 2018-04-05 18.24.59,,
202,1251-15-C - 2018-04-06 08.44.50,,
203,E1251-15-A - 2018-04-05 17.41.27,,
204,E1251-15-B - 2018-04-05 17.48.01,,
205,E540-01 - 2018-04-13 14.36.38,,
206,N266-73 - 2018-04-26 14.12.19,,
207,E1079-14 - 2018-03-28 17.45.25,,
208,E301-07 - 2018-03-08 23.10.37,,
209,E301-07 - 2018-03-08 23.25.15,,
210,E951-12 - 2018-03-27 13.38.29,,
211,E44-90-A - 2018-04-10 17.13.58,,
212,E44-90-B - 2018-04-10 17.49.10,,
213,549-00-II - 2018-04-18 12.13.56,,
214,N19-5153_a,,
215,N19-5153_b,,
